record_id,source,doi,pmid,year,venue,title,reviewer_decision,reviewer_reason_code,reviewer_notes,leakage_note,author_protocol_claim_seen,protocol_red_flag,protocol_red_flag_type,protocol_red_flag_note
SCR-0285,WoS/Scopus,10.1038/s41598-026-39315-8,,2026,SCIENTIFIC REPORTS,Video-dominant emotion recognition for portable EEG-based devices,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0286,WoS/Scopus,10.1038/s41598-026-47622-3,,2026,SCIENTIFIC REPORTS,On the prediction models for brain signal-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0287,WoS/Scopus,10.1049/ccs2.12111,,2024,COGNITIVE COMPUTATION AND SYSTEMS,EF-CorrCA: A multi-modal EEG-fNIRS subject independent model to assess speech quality on brain ,exclude,off-topic,off-topic: speech-quality assessment,,,,,
SCR-0288,WoS/Scopus,10.1049/cit2.12174,,2023,CAAI TRANSACTIONS ON INTELLIGENCE TECH,Self-training maximum classifier discrepancy for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0289,WoS/Scopus,10.1049/cit2.70056,,2025,CAAI TRANSACTIONS ON INTELLIGENCE TECH,TF-MEET: A Transferable Fusion Multi-Band Transformer for Cross-Session EEG Decoding,unclear-needs-fulltext,unclear-needs-fulltext,cross-session EEG decoding; construct unclear,,,,,
SCR-0290,WoS,10.1049/sfw2.12080,,2023,IET SOFTWARE,Self-attention Bi-RNN for developer emotion recognition based on EEG,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0291,PubMed/PubMed,10.1063/5,40035637,2025,,"Data collection, enhancement, and classification of functional near-infrared  spectroscopy moto",exclude,not-eeg,fNIRS motor study,,,,,
SCR-0292,WoS/Scopus/PubMed,10.1063/5.0098454,,2022,CHAOS,Cross-subject emotion recognition using visibility graph and genetic algorithm-based convolutio,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0293,WoS/Scopus/PubMed,10.1063/5.0231511,,2025,REVIEW OF SCIENTIFIC INSTRUMENTS,Dynamic domain adaptive EEG emotion recognition based on multi-source selection,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0294,WoS/Scopus,10.1063/5.0258358,,2025,REVIEW OF SCIENTIFIC INSTRUMENTS,EEG-ConvoBLSTM: A novel hybrid model for efficient EEG signal classification,unclear-needs-fulltext,unclear-needs-fulltext,generic EEG classification,,,,,
SCR-0295,WoS/Scopus,10.1080/0952813x.2023.2301367,,2025,JOURNAL OF EXPERIMENTAL \& THEORETICAL,A hybrid sequential forward channel selection method for enhancing EEG-Based emotion recognitio,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0296,Scopus,10.1080/10255842.2022.2032682,,2022,Computer Methods in Biomechanics and B,Hybrid deep convolutional model-based emotion recognition using multiple physiological signals,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0297,WoS/Scopus/PubMed,10.1080/10255842.2023.2286918,,2025,COMPUTER METHODS IN BIOMECHANICS AND B,A fine-tuning deep residual convolutional neural network for emotion recognition based on frequ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0298,WoS/Scopus/PubMed,10.1080/10255842.2024.2417212,,2026,COMPUTER METHODS IN BIOMECHANICS AND B,Multi-source domain transfer network based on subdomain adaptation and minimum class confusion ,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0299,WoS/Scopus,10.1080/10255842.2025.2605574,,2025,COMPUTER METHODS IN BIOMECHANICS AND B,DAVG-ViT: a domain-adaptive Vision Transformer with GA-BiLSTM for EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0300,WoS/Scopus,10.1080/10447318.2023.2278926,,2024,INTERNATIONAL JOURNAL OF HUMAN-COMPUTE,EEG-Based Evaluation of Aesthetic Experience Using BiLSTM Network,unclear-needs-fulltext,unclear-needs-fulltext,aesthetic experience; borderline affective,,,,,
SCR-0301,WoS/Scopus/PubMed,10.1080/15368378.2025.2541792,,2025,ELECTROMAGNETIC BIOLOGY AND MEDICINE,Optimized node-level capsule graph neural network for subject-independent emotion recognition f,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0302,WoS/Scopus,10.1088/1361-6579/ad2eb6,,2024,PHYSIOLOGICAL MEASUREMENT,Cerebral asymmetry representation learning-based deep subdomain adaptation network for electroe,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0303,Scopus/PubMed,10.1088/1361-6579/ad5bbc,,2024,Physiological Measurement,Joint low-rank tensor fusion and cross-modal attention for multimodal physiological signals bas,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0304,WoS/Scopus,10.1088/1402-4896/ad5237,,2024,PHYSICA SCRIPTA,A novel semi-supervised deep learning method for enhancing discriminability and diversity in EE,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0305,WoS/Scopus/PubMed,10.1088/1741-2552/ac5c8d,,2022,JOURNAL OF NEURAL ENGINEERING,Identifying similarities and differences in emotion recognition with EEG and eye movements amon,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0306,WoS,10.1088/1741-2552/ac6d7d,,2022,JOURNAL OF NEURAL ENGINEERING,Spatial-temporal network for fine-grained-level emotion EEG recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0307,Scopus/PubMed,10.1088/1741-2552/ac7b4a,,2022,Journal of Neural Engineering,A novel channel selection scheme for olfactory EEG signal classification on Riemannian manifold,exclude,off-topic,off-topic: olfactory EEG classification,,,,,
SCR-0308,WoS/Scopus/PubMed,10.1088/1741-2552/acae06,,2023,JOURNAL OF NEURAL ENGINEERING,DAGAM: a domain adversarial graph attention model for subject-independent EEG-based emotion rec,include-candidate,include,EEG cross-subject emotion (journal),domain adversarial (DANN)+graph attention; subject-independent; source-target,subject-independent; UDA,no,,DOI-matched PDF shows a sibling DANN paper; both subject-independent adversarial (no leakage flag)
SCR-0309,WoS/Scopus/PubMed,10.1088/1741-2552/acb79e,,2023,JOURNAL OF NEURAL ENGINEERING,Emotion recognition using spatial-temporal EEG features through convolutional graph attention n,include-candidate,include,EEG cross-subject emotion (journal),SD 99.11% + SI 94.83% (SEED) / 91-92% (DEAP); SI near-ceiling,subject-independent (claimed); short window,yes,claim-method-mismatch-suspected,subject-independent DEAP 91-92% and SEED 94.83% are near-ceiling/implausible for genuine LOSO; verify subject/segment separation
SCR-0310,WoS/Scopus/PubMed,10.1088/1741-2552/acbfe0,,2023,JOURNAL OF NEURAL ENGINEERING,Confused or not: decoding brain activity and recognizing confusion in reasoning learning using ,exclude,off-topic,off-topic: confusion detection,,,,,
SCR-0311,WoS/Scopus,10.1088/1741-2552/ace07d,,2023,JOURNAL OF NEURAL ENGINEERING,LSTM-enhanced multi-view dynamical emotion graph representation for EEG signal recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0312,WoS,10.1088/1741-2552/acfbf9,,2023,JOURNAL OF NEURAL ENGINEERING,An ensemble deep-learning approach for single-trial EEG classification of vibration intensity,exclude,off-topic,off-topic: vibration-intensity classification,,,,,
SCR-0313,WoS/PubMed,10.1088/1741-2552/ad3c28,,2024,JOURNAL OF NEURAL ENGINEERING,MSLTE: multiple self-supervised learning tasks for enhancing EEG emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0314,WoS/Scopus/PubMed,10.1088/1741-2552/ad4743,,2024,JOURNAL OF NEURAL ENGINEERING,FetchEEG: a hybrid approach combining feature extraction and temporal-channel joint attention f,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0315,Scopus,10.1088/1741-2552/adb90c,,2025,Journal of Neural Engineering,Explainable multiscale temporal convolutional neural network model for sleep stage detection ba,exclude,off-topic,off-topic: sleep-stage detection,,,,,
SCR-0316,WoS/Scopus/PubMed,10.1088/1741-2552/ae204c,,2025,JOURNAL OF NEURAL ENGINEERING,P2CSL: cross-subject EEG classification by subspace class prototype-based progressive confident,unclear-needs-fulltext,unclear-needs-fulltext,generic cross-subject EEG classification,,,,,
SCR-0317,PubMed,10.1088/1741-2552/ae70a9,42161290,2026,,HRGNN: hierarchical region-aware graph neural network for interpretable  EEG-Based emotion reco,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0318,WoS/Scopus/PubMed,10.1088/2057-1976/acf137,,2023,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,Decoding auditory-evoked response in affective states using wearable around-ear EEG system,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0319,WoS/Scopus/PubMed,10.1088/2057-1976/ae0e28,,2025,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,MEFD dataset and GCSFormer model: cross-subject emotion recognition based on multimodal physiol,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0320,WoS/Scopus/PubMed,10.1088/2057-1976/ae1dfd,,2026,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,BrainEmoNet: emotion recognition network based on brain function asymmetry,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0321,WoS/Scopus/PubMed,10.1088/2057-1976/ae395e,,2026,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,Dual pseudo-labeling based adversarial domain adaptation for EEG-based emotion recognition,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0322,WoS,10.1088/2057-1976/ae462d,,2026,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,A hybrid graph attention network with multi-dimensional features for enhanced EEG-based emotion,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0323,WoS/Scopus/PubMed,10.1088/2057-1976/ae711a,,2026,BIOMEDICAL PHYSICS \& ENGINEERING EXPR,Subject-independent emotion recognition with EEG bispectral quadratic phase coupling features a,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0324,WoS/Scopus/PubMed,10.1093/cercor/bhae477,,2024,CEREBRAL CORTEX,Crucial rhythms and subnetworks for emotion processing extracted by an interpretable deep learn,include-candidate,include,EEG cross-subject emotion (journal),interpretable DL; LOSO-CV; SEED (baselines cited use 10-fold subject-mixed),subject-independent; LOSO,no,,
SCR-0325,WoS/Scopus,10.1093/comjnl/bxaf119,,2026,COMPUTER JOURNAL,ECaps-GTR: optimizing spatiotemporal EEG emotion recognition via the augmented capsule-gated tr,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0326,WoS,10.1093/jcde/qwag005,,2026,JOURNAL OF COMPUTATIONAL DESIGN AND EN,Joint learning across multi-source datasets for multi-modal emotion recognition under missing m,include-candidate,include,EEG cross-subject emotion (journal),joint multi-source cross-dataset; unlabeled target subject (LOSO-style); EEG+eye; SEED/SEED-IV/SEED-V,cross-subject/cross-dataset; UDA,no,,
SCR-0327,Scopus,10.1093/sleep/zsaf134,,2025,Sleep,CAISR: achieving human-level performance in automated sleep analysis across all clinical sleep ,exclude,off-topic,off-topic: automated sleep analysis,,,,,
SCR-0328,WoS/Scopus,10.1098/rsos.201976,,2021,ROYAL SOCIETY OPEN SCIENCE,Personality first in emotion: a deep neural network based on electroencephalogram channel atten,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0329,WoS/Scopus,10.1108/aci-03-2022-0080,,2026,APPLIED COMPUTING AND INFORMATICS,Subject independent emotion recognition using EEG and physiological signals - a comparative stu,include-candidate,include,EEG cross-subject emotion (journal),,,,,
SCR-0330,IEEE,10.1109/access.2018.2876710,,2018,IEEE Access,Favorite Video Classification Based on Multimodal Bidirectional LSTM,exclude,off-topic,off-topic: favorite-video/preference,,,,,
SCR-0331,IEEE/WoS/Scopus,10.1109/access.2019.2936817,,2019,IEEE Access,A Hierarchical Bidirectional GRU Model With Attention for EEG-Based Emotion Classification,include-candidate,include,EEG cross-subject emotion (journal),10-fold cross-subject CV (subject-disjoint; 24 train); DEAP; BiGRU,subject-independent; 10-fold cross-subject,no,,
SCR-0332,IEEE/WoS/Scopus,10.1109/access.2019.2945059,,2019,IEEE Access,Emotion Recognition and Dynamic Functional Connectivity Analysis Based on EEG,include-candidate,include,EEG cross-subject emotion (journal),SVM + connectivity features; 5-fold CV; feature selection pre-CV; SEED (15 subj),subject-independent (features),unclear,subject-mixed-kfold,'subject-independent' refers to connectivity features; eval uses 5-fold CV (subject separation unclear) with pre-CV feature selection
SCR-0333,IEEE/WoS/Scopus,10.1109/access.2020.3023871,,2020,IEEE Access,Cross-Subject Multimodal Emotion Recognition Based on Hybrid Fusion,include-candidate,include,EEG cross-subject emotion (journal),hybrid multimodal fusion; LOSO-CV; cross-subject,cross-subject; LOSO,no,,
SCR-0334,IEEE/WoS/Scopus,10.1109/access.2020.3027429,,2020,IEEE Access,Electroencephalogram-Based Preference Prediction Using Deep Transfer Learning,exclude,off-topic,off-topic: preference prediction,,,,,
SCR-0335,IEEE,10.1109/access.2020.3045225,,2020,IEEE Access,Meta Learn on Constrained Transfer Learning for Low Resource Cross Subject EEG Classification,unclear-needs-fulltext,unclear-needs-fulltext,generic cross-subject EEG classification,,,,,
SCR-0336,IEEE/WoS/Scopus,10.1109/access.2022.3147461,,2022,IEEE Access,Subject-Dependent Emotion Recognition System Based on Multidimensional Electroencephalographic ,exclude,subject-dependent-only,title: Subject-Dependent Emotion Recognition System,subject-dependent system + cross-session TL (within-subject),subject-dependent; cross-session,no,,protocol matches SD claim (correctly excluded at screening)
SCR-0337,IEEE/WoS/Scopus,10.1109/access.2022.3193768,,2022,IEEE Access,Deep Neural Network for Emotion Recognition Based on Meta-Transfer Learning,include-candidate,include,EEG cross-subject emotion (journal),meta-transfer; cross-subject LOSO; test-time pseudo-labels (transductive),cross-subject LOSO; meta-transfer,no,,test samples used at test phase (transductive; disclosed)
SCR-0338,IEEE/Scopus,10.1109/access.2022.3231884,,2022,IEEE Access,Diagnosis of Depression Based on Four-Stream Model of Bi-LSTM and CNN From Audio and Text Infor,exclude,not-eeg,"audio+text depression, no EEG",,,,,
SCR-0339,IEEE/WoS/Scopus,10.1109/access.2023.3270977,,2023,IEEE Access,Domain-Adaptive Emotion Recognition Based on Horizontal Vertical Flow Representation of EEG Sig,include-candidate,include,EEG cross-subject emotion (journal),domain-adaptive; SD (93.99%) + cross-subject (84.22%); SEED,subject-dependent + cross-subject; DA,no,,
SCR-0340,IEEE/WoS/Scopus,10.1109/access.2023.3322294,,2023,IEEE Access,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning fo,include-candidate,include,EEG cross-subject emotion (journal),modified Relief channel selection + CNN; cross-subject validation; DEAP,cross-subject,no,,verify channel selection not computed on test data
SCR-0341,IEEE,10.1109/access.2023.3326720,,2023,IEEE Access,A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Gen,exclude,off-topic,off-topic: locked-in yes/no decoding,,,,,
SCR-0342,IEEE/WoS/Scopus,10.1109/access.2024.3349552,,2024,IEEE Access,MASTF-net: An EEG Emotion Recognition Network Based on Multi-Source Domain Adaptive Method Base,include-candidate,include,EEG cross-subject emotion (journal),multi-source UDA; labeled source + unlabeled target; MMD; cross-subject/session,cross-subject/cross-session; UDA,no,,
SCR-0343,IEEE/WoS/Scopus,10.1109/access.2024.3375393,,2024,IEEE Access,A Random Forest Weights and 4-Dimensional Convolutional Recurrent Neural Network for EEG Based ,include-candidate,include,EEG cross-subject emotion (journal),SD within-subject partition (94-95%); SI (DEAP 81.70%; SEED higher),subject-dependent + subject-independent,no,,
